scope,feature,train_rows,test_rows,train_mean,test_mean,standardized_mean_difference,ks_statistic,ks_pvalue
overall,left_knee_angle,2814,956,71.86340440653873,76.93616108786611,0.27728789250875097,0.161578538865743,9.778350918894004e-17
overall,right_knee_angle,2814,956,69.66660270078181,77.64040794979081,0.43064187119133723,0.1833056772324867,1.943168699539199e-21
overall,left_hip_angle,2814,956,57.256659559346126,69.83199790794978,0.5989246230607498,0.2627745908830028,7.498080554411348e-44
overall,right_hip_angle,2814,956,56.092746979388764,71.8427719665272,0.853519995019185,0.3318702363853179,3.29073210237352e-70
overall,trunk_angle,2814,956,43.16283582089552,39.92599372384937,-0.20855562828236077,0.13466513814668438,9.547714204660936e-12
overall,left_ankle_angle,2814,956,91.49889125799574,93.22670502092049,0.10852616584000944,0.07064275157387004,0.001517395276609194
overall,right_ankle_angle,2814,956,97.91289267945984,102.44540794979079,0.2793331061147151,0.1324266295539636,2.2571872327658542e-11
overall,left_heel_foot_vertical_delta,2814,956,0.022350725302061128,0.022946771966527196,0.03017327815882779,0.09859325607467742,1.7083649754774252e-06
overall,right_heel_foot_vertical_delta,2814,956,0.02608927789623312,0.023437753138075314,-0.15708210387030982,0.14544283959758886,1.236273753390203e-13
label:bad_back,left_knee_angle,961,326,86.39403746097815,87.56754601226993,0.05814743296180721,0.19807779473069337,7.655628646915648e-09
label:bad_back,right_knee_angle,961,326,84.99341311134235,89.52515337423311,0.23355419092404148,0.12408470215713438,0.00098970441633635
label:bad_back,left_hip_angle,961,326,41.41849115504682,62.05269938650307,0.759120362887447,0.346312953658957,1.832729051156149e-26
label:bad_back,right_hip_angle,961,326,39.94047866805411,59.308006134969325,1.0657285673253651,0.4872895692753586,3.672644302123786e-53
label:bad_back,trunk_angle,961,326,64.07281997918835,56.6208282208589,-0.717926065630464,0.3884597460467432,2.2827187060866253e-33
label:bad_back,left_ankle_angle,961,326,96.84732570239333,101.23782208588956,0.20674135536938307,0.18703995709990232,6.268895496750045e-08
label:bad_back,right_ankle_angle,961,326,104.58386056191466,108.95058282208589,0.2149624933903794,0.1388156508749194,0.00014692381644143017
label:bad_back,left_heel_foot_vertical_delta,961,326,0.013108542143600415,0.021163757668711654,0.4664446508495368,0.19063092509719554,3.210247215638163e-08
label:bad_back,right_heel_foot_vertical_delta,961,326,0.021096555671175857,0.022575386503067486,0.09554787784572637,0.17369432403618418,6.782432313729512e-07
label:bad_heel,left_knee_angle,852,320,58.5856338028169,67.3886875,0.6743673493782438,0.3491637323943662,9.825390302366578e-26
label:bad_heel,right_knee_angle,852,320,55.91205399061034,66.2769375,0.7888604014886059,0.32387030516431925,3.9783519006234336e-22
label:bad_heel,left_hip_angle,852,320,68.98453051643193,74.30928125,0.401357921607756,0.20614730046948357,3.825669473866179e-09
label:bad_heel,right_hip_angle,852,320,68.18888497652583,78.48865625,0.7669932484359288,0.32671654929577465,1.6456931389450272e-22
label:bad_heel,trunk_angle,852,320,30.402100938967138,31.5178125,0.1926557508003989,0.16845657276995304,3.0494186422644226e-06
label:bad_heel,left_ankle_angle,852,320,97.10948356807512,93.49525000000001,-0.4355984184625802,0.18171948356807513,3.403463253624973e-07
label:bad_heel,right_ankle_angle,852,320,101.76840375586853,107.19859375000001,0.4597180521614695,0.18301056338028168,2.717355748319954e-07
label:bad_heel,left_heel_foot_vertical_delta,852,320,0.04869456338028169,0.03755013124999999,-0.8909048464936236,0.33120598591549294,3.7789177119987814e-23
label:bad_heel,right_heel_foot_vertical_delta,852,320,0.04541296830985916,0.034840475,-0.8791076941928926,0.331968896713615,2.9501855776913554e-23
label:good,left_knee_angle,1001,310,69.21477522477521,75.61151612903225,0.5680092964915258,0.30811768876285006,2.1959782308369145e-20
label:good,right_knee_angle,1001,310,66.65942057942057,76.87229032258064,0.9036239096304187,0.4082240340304856,6.378751944840707e-36
label:good,left_hip_angle,1001,310,62.47977022977023,73.39109677419354,0.9085199541937585,0.390844639231736,7.076758038075842e-33
label:good,right_hip_angle,1001,310,61.303956043956056,78.16422580645161,1.2893435812493121,0.48189874641487546,1.4966540095577833e-50
label:good,trunk_angle,1001,310,33.949700299700304,31.048903225806452,-0.6424732863768,0.28591086333021815,1.4183482393533507e-17
label:good,left_ankle_angle,1001,310,81.58873126873128,84.52490322580645,0.3244982344140904,0.14442976378460248,8.910450271581695e-05
label:good,right_ankle_angle,1001,310,88.22688311688312,90.69796774193549,0.3387643653659461,0.3133189391253907,4.480382981982391e-21
label:good,left_heel_foot_vertical_delta,1001,310,0.008801062937062938,0.009747377419354839,0.11448496611845409,0.08390963874834842,0.06664090956807936
label:good,right_heel_foot_vertical_delta,1001,310,0.014435153846153846,0.01257407741935484,-0.19381611247691474,0.24219973574812284,1.0849984185613602e-12
